project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2021Q0283,123-12 Sutphin Boulevard Rezoning,2024,546,8a80ce03-09a5-ee11-be37-001dd804e9c0,2021Q0283_ZM_QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by SBR Equities Inc. and Full Gospel Mission Church of God in Christ pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 18c: 1. changing from an R6 District to an R3A District property bounded by a line 220 feet southeasterly of 123rd Avenue, a line 150 feet northeasterly of 147th Street, a line 245 feet southeasterly of 123rd Avenue, and 147th Street; 2. changing from an R3A District to an R6A District property bounded by a line 115 feet northwesterly of 123rd Avenue, Sutphin Boulevard, a line 220 feet southeasterly of 123rd Avenue, a line 150 feet northeasterly of 147th Street, a line 100 ft southeasterly of 123rd Avenue, and a line 100 feet southwesterly of Sutphin Boulevard; and 3. changing from an R6 District to an R6A District property bounded by a line 220 feet southeasterly of 123rd Avenue, Sutphin Boulevard, a line 245 feet southeasterly of 123rd Avenue, and a line 150 feet northeasterly of 147th Street; Borough of Queens, Community District 12, as shown on a diagram (for illustrative purposes only) dated August 19, 2024, and subject to the conditions of CEQR Declaration E-1008.","https://zap-api-production.herokuapp.com/projects/2021Q0283?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0283
2021Q0283,123-12 Sutphin Boulevard Rezoning,2024,546,1c0b36fe-08a5-ee11-be37-001dd804efb7,2021Q0283_ZM_QN CB12,Submitted,,,,"IN THE MATTER OF an application submitted by SBR Equities Inc. and Full Gospel Mission Church of God in Christ pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 18c: 1. changing from an R6 District to an R3A District property bounded by a line 220 feet southeasterly of 123rd Avenue, a line 150 feet northeasterly of 147th Street, a line 245 feet southeasterly of 123rd Avenue, and 147th Street; 2. changing from an R3A District to an R6A District property bounded by a line 115 feet northwesterly of 123rd Avenue, Sutphin Boulevard, a line 220 feet southeasterly of 123rd Avenue, a line 150 feet northeasterly of 147th Street, a line 100 ft southeasterly of 123rd Avenue, and a line 100 feet southwesterly of Sutphin Boulevard; and 3. changing from an R6 District to an R6A District property bounded by a line 220 feet southeasterly of 123rd Avenue, Sutphin Boulevard, a line 245 feet southeasterly of 123rd Avenue, and a line 150 feet northeasterly of 147th Street; Borough of Queens, Community District 12, as shown on a diagram (for illustrative purposes only) dated August 19, 2024, and subject to the conditions of CEQR Declaration E-1008.","https://zap-api-production.herokuapp.com/projects/2021Q0283?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0283
2021Q0290,31-17 12th Street Rezoning,2024,547,a7c7fd3d-3214-ed11-82e3-001dd806902c,2021Q0290 - ZM - QN BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by 31 17 19 1Z LLC pursuant to Sections 197c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a, by changing from an R5B District to an R6B District property bounded by a line 100 feet southwesterly of 31st Avenue, a line 150 feet southeasterly of 12th Street, 31st Drive, and 12th Street, as shown on a diagram (for illustrative purposes only) dated March 4, 2024, and subject to the conditions of CEQR Declaration E-757.","https://zap-api-production.herokuapp.com/projects/2021Q0290?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0290
2021Q0290,31-17 12th Street Rezoning,2024,547,ab25f538-3214-ed11-82e3-001dd80693d0,2021Q0290 - ZM - QN CB1,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by 31 17 19 1Z LLC pursuant to Sections 197c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a, by changing from an R5B District to an R6B District property bounded by a line 100 feet southwesterly of 31st Avenue, a line 150 feet southeasterly of 12th Street, 31st Drive, and 12th Street, as shown on a diagram (for illustrative purposes only) dated March 4, 2024, and subject to the conditions of CEQR Declaration E-757.","https://zap-api-production.herokuapp.com/projects/2021Q0290?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0290
2022Q0133,21st Street Rezoning,2024,548,7b3ccc8a-deb9-ed11-9885-001dd806aad2,2022Q0133 - ZM - QN BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by Astoria Park Warehouse LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a: 1. eliminating from within an existing R5D District a C1-3 District bounded by 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, and 24th Avenue; 2. changing from an R5B District to an R6A District property bounded by: a. 21st Street, 23rd Terrace, a line 100 feet southeasterly of 21st Street, and a line 100 feet northeasterly of 24th Avenue; b. 21st Street, 24th Avenue, a line 85 feet northwesterly of 23rd Street, and a line 100 feet southwesterly of 24th Avenue; 3. changing from an R5D District to an R6A District property bounded by 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, and 24th Avenue; and 4. establishing within the proposed R6A District a C1-4 District bounded by 21st Street, 23rd Terrace, a line 100 feet southeasterly of 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, 24th Avenue, a line 85 feet northwesterly of 23rd Street, and a line 100 feet southwesterly of 24th Avenue; Borough of Queens, Community District 1, as shown on a diagram (for illustrative purposes only) dated April 1, 2024, and subject to the conditions of CEQR Declaration E-762.","https://zap-api-production.herokuapp.com/projects/2022Q0133?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2022Q0133
2022Q0133,21st Street Rezoning,2024,548,a25d8a83-deb9-ed11-9884-001dd806af35,2022Q0133 - ZM - QN CB1,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by Astoria Park Warehouse LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a: 1. eliminating from within an existing R5D District a C1-3 District bounded by 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, and 24th Avenue; 2. changing from an R5B District to an R6A District property bounded by: a. 21st Street, 23rd Terrace, a line 100 feet southeasterly of 21st Street, and a line 100 feet northeasterly of 24th Avenue; b. 21st Street, 24th Avenue, a line 85 feet northwesterly of 23rd Street, and a line 100 feet southwesterly of 24th Avenue; 3. changing from an R5D District to an R6A District property bounded by 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, and 24th Avenue; and 4. establishing within the proposed R6A District a C1-4 District bounded by 21st Street, 23rd Terrace, a line 100 feet southeasterly of 21st Street, a line 100 feet northeasterly of 24th Avenue, a line 125 feet southeasterly of 21st Street, 24th Avenue, a line 85 feet northwesterly of 23rd Street, and a line 100 feet southwesterly of 24th Avenue; Borough of Queens, Community District 1, as shown on a diagram (for illustrative purposes only) dated April 1, 2024, and subject to the conditions of CEQR Declaration E-762.","https://zap-api-production.herokuapp.com/projects/2022Q0133?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2022Q0133
2023Q0289,102-51 Queens Boulevard Rezoning,2024,549,36cba72d-6cbc-ee11-a569-001dd804efb7,2023Q0289_ZM_QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by QBM Properties LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 14a:1. eliminating from within an existing R7-1 District a C1-2 District bounded by 68th Avenue, a line 150 feet northeasterly of Queens Boulevard, 68th Road, and Queens Boulevard;2. changing from an R7-1 District to an R8X district property bounded by 68th Avenue, a line perpendicular to the northwesterly street line of 68th Road distant 100 feet northeasterly (as measured along the street line) from the point of intersection of the northwesterly street line of 68th Road and the northeasterly street line of Queens Boulevard, 68th Road, and Queens Boulevard; and 3. establishing within the proposed R8X District a C2-4 District bounded by 68th Avenue, a line perpendicular to the northwesterly street line of 68th Road distant 100 feet northeasterly (as measured along the street line) from the point of intersection of the northwesterly street line of 68th Road and the northeasterly street line of Queens Boulevard, 68th Road, and Queens Boulevard;Borough of Queens, Community District 6, as shown on a diagram (for illustrative purposes only) October 15, 2024, and subject to the conditions of CEQR Declaration E-1010.","https://zap-api-production.herokuapp.com/projects/2023Q0289?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023Q0289
2023Q0289,102-51 Queens Boulevard Rezoning,2024,549,d8521e0c-6cbc-ee11-a569-001dd804eab2,2023Q0289_ZM_QN CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by QBM Properties LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 14a:1. eliminating from within an existing R7-1 District a C1-2 District bounded by 68th Avenue, a line 150 feet northeasterly of Queens Boulevard, 68th Road, and Queens Boulevard;2. changing from an R7-1 District to an R8X district property bounded by 68th Avenue, a line perpendicular to the northwesterly street line of 68th Road distant 100 feet northeasterly (as measured along the street line) from the point of intersection of the northwesterly street line of 68th Road and the northeasterly street line of Queens Boulevard, 68th Road, and Queens Boulevard; and 3. establishing within the proposed R8X District a C2-4 District bounded by 68th Avenue, a line perpendicular to the northwesterly street line of 68th Road distant 100 feet northeasterly (as measured along the street line) from the point of intersection of the northwesterly street line of 68th Road and the northeasterly street line of Queens Boulevard, 68th Road, and Queens Boulevard;Borough of Queens, Community District 6, as shown on a diagram (for illustrative purposes only) October 15, 2024, and subject to the conditions of CEQR Declaration E-1010.","https://zap-api-production.herokuapp.com/projects/2023Q0289?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023Q0289
2023Q0366,122-03 14th Avenue Rezoning,2024,550,4a746790-57f7-ee11-904b-001dd804e781,2023Q0366_ZM_QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Northern 167 Property LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 7b:1. eliminating from within an existing R4A District a C1-3 District bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; 2. changing from an R4A District to an R6A District property bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; and 3. establishing within the proposed R6A District a C2-4 District bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; Borough of Queens, Community District 7, as shown on a diagram (for illustrative purposes only) September 9, 2024, and subject to the conditions of CEQR Declaration E-801.","https://zap-api-production.herokuapp.com/projects/2023Q0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023Q0366
2023Q0366,122-03 14th Avenue Rezoning,2024,550,6ca5658a-57f7-ee11-904b-001dd804e781,2023Q0366_ZM_QN CB7,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Northern 167 Property LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 7b:1. eliminating from within an existing R4A District a C1-3 District bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; 2. changing from an R4A District to an R6A District property bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; and 3. establishing within the proposed R6A District a C2-4 District bounded by a line 100 feet northerly of 14th Avenue, 123rd Street, 14th Avenue, and College Point Boulevard; Borough of Queens, Community District 7, as shown on a diagram (for illustrative purposes only) September 9, 2024, and subject to the conditions of CEQR Declaration E-801.","https://zap-api-production.herokuapp.com/projects/2023Q0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2023Q0366
2022X0156,5602-5604 Broadway Rezoning,2025,551,f9beba60-6edd-ee11-9079-001dd804e66d,2022X0156_ZM_BX BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by Riverdale Garage Corp. pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 1d:1. changing from an M1-1 District to an R7-3 District property bounded by a line 220 feet southwesterly of West 233rd Street, Major Deegan Expressway, the southeasterly centerline prolongation of Naples Terrace, and Broadway; and 2. establishing within the proposed R7-3 District a C2-3 District bounded by a line 220 feet southwesterly of West 233rd Street, Major Deegan Expressway, the southeasterly centerline prolongation of Naples Terrace, and Broadway;as shown on a diagram (for illustrative purposes only) dated April 23, 2025, and subject to the conditions of CEQR Declaration E-843.","https://zap-api-production.herokuapp.com/projects/2022X0156?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2022X0156
2022X0156,5602-5604 Broadway Rezoning,2025,551,4d962556-6edd-ee11-9078-001dd804efb7,2022X0156_ZM_BX CB8,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Riverdale Garage Corp. pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 1d:1. changing from an M1-1 District to an R7-3 District property bounded by a line 220 feet southwesterly of West 233rd Street, Major Deegan Expressway, the southeasterly centerline prolongation of Naples Terrace, and Broadway; and 2. establishing within the proposed R7-3 District a C2-3 District bounded by a line 220 feet southwesterly of West 233rd Street, Major Deegan Expressway, the southeasterly centerline prolongation of Naples Terrace, and Broadway;as shown on a diagram (for illustrative purposes only) dated April 23, 2025, and subject to the conditions of CEQR Declaration E-843.","https://zap-api-production.herokuapp.com/projects/2022X0156?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2022X0156
2024X0237,Bally's Ferry Point map amendment,2025,553,773cad95-bfa6-ef11-8a6b-001dd804e781,2024X0237_MM_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Bally’s New York Operating Company, LLC and the New York City Department of Parks and Recreation, pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: 1. the establishment of Ring Road; and2. the elimination of Park south of Schley Avenue; and3. the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in Community District 10, Borough of the Bronx, in accordance with Map No. 13154 dated January 15, 2025 and signed by the Borough President.","https://zap-api-production.herokuapp.com/projects/2024X0237?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0237
2024X0237,Bally's Ferry Point map amendment,2025,553,56788b85-bfa6-ef11-8a6b-001dd804e197,2024X0237_MM_BX CB10,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Bally’s New York Operating Company, LLC and the New York City Department of Parks and Recreation, pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: 1. the establishment of Ring Road; and2. the elimination of Park south of Schley Avenue; and3. the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in Community District 10, Borough of the Bronx, in accordance with Map No. 13154 dated January 15, 2025 and signed by the Borough President.","https://zap-api-production.herokuapp.com/projects/2024X0237?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0237
2024X0237,Bally's Ferry Point map amendment,2025,553,286acad9-c0d1-ef11-8eea-001dd804e781,2024X0237_PP_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of property located at Ferry Point Park (Block 5622, p/o Lot 1) for a non-exclusive access easement over a waterfront access roadway, Borough of the Bronx, Community District 10.","https://zap-api-production.herokuapp.com/projects/2024X0237?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0237
2024X0237,Bally's Ferry Point map amendment,2025,553,226acad9-c0d1-ef11-8eea-001dd804e781,2024X0237_PP_BX CB10,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by the Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of property located at Ferry Point Park (Block 5622, p/o Lot 1) for a non-exclusive access easement over a waterfront access roadway, Borough of the Bronx, Community District 10.","https://zap-api-production.herokuapp.com/projects/2024X0237?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2024X0237
2021K0450,Herkimer-Williams,2025,557,f790dfed-3a2c-f011-8c4d-001dd806079d,2021K0450_PC_BK BP,Submitted,Waiver of Recommendation,,,"IN THE MATTER OF an application submitted by the Department of Citywide Administrative Services and the Economic Development Corporation, pursuant to Section 197-c of the New York City Charter, for acquisition of property located at Block 1555, Lot 19, Borough of Brooklyn, Community District 5, and for site selection of such property for publicly accessible open space.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,201adfd6-3a2c-f011-8c4d-001dd8029d6b,2021K0450_PC_BK CB5,Submitted,,,Conditional Unfavorable,"IN THE MATTER OF an application submitted by the Department of Citywide Administrative Services and the Economic Development Corporation, pursuant to Section 197-c of the New York City Charter, for acquisition of property located at Block 1555, Lot 19, Borough of Brooklyn, Community District 5, and for site selection of such property for publicly accessible open space.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,3890dfed-3a2c-f011-8c4d-001dd806079d,2021K0450_ZM_BK BP,Submitted,Waiver of Recommendation,,,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 17c: 1. changing from an M1-2 District to a C6-4 District property bounded by Fulton Street, East New York Avenue, a line perpendicular to the northwesterly street line of East New York Avenue, distant 160 feet southwesterly (as measured along the street line) from the point of intersection of the northwesterly street line of East New York Avenue and the southwesterly street line of Fulton Street, Herkimer Street, Williams Place, East New York Avenue, and Van Sinderen Avenue; and 2. changing from an M1-2 District to an M1-6 District property bounded by Herkimer Street, a line perpendicular to the northwesterly street line of East New York Avenue, distant 160 feet southwesterly (as measured along the street line) from the point of intersection of the northwesterly street line of East New York Avenue and the southwesterly street line of Fulton Street, East New York Avenue, and Williams Place; Borough of Brooklyn, Community District 5, as shown on a diagram (for illustrative purposes only) dated June 2, 2025, and subject to the conditions of CEQR Declaration E-857.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,e119dfd6-3a2c-f011-8c4d-001dd8029d6b,2021K0450_ZM_BK CB5,Submitted,,,Conditional Unfavorable,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 17c: 1. changing from an M1-2 District to a C6-4 District property bounded by Fulton Street, East New York Avenue, a line perpendicular to the northwesterly street line of East New York Avenue, distant 160 feet southwesterly (as measured along the street line) from the point of intersection of the northwesterly street line of East New York Avenue and the southwesterly street line of Fulton Street, Herkimer Street, Williams Place, East New York Avenue, and Van Sinderen Avenue; and 2. changing from an M1-2 District to an M1-6 District property bounded by Herkimer Street, a line perpendicular to the northwesterly street line of East New York Avenue, distant 160 feet southwesterly (as measured along the street line) from the point of intersection of the northwesterly street line of East New York Avenue and the southwesterly street line of Fulton Street, East New York Avenue, and Williams Place; Borough of Brooklyn, Community District 5, as shown on a diagram (for illustrative purposes only) dated June 2, 2025, and subject to the conditions of CEQR Declaration E-857.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,a74fe7e7-3a2c-f011-8c4d-001dd806079d,2021K0450_ZS_BK BP,Submitted,Waiver of Recommendation,,,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-161 of the Zoning Resolution to modify the 10,000 square-foot size limitation for Use Group VI (Retail Trade Establishments), in connection with a proposed commercial development, on property located on the easterly side of Williams Place between Herkimer Street and East New York Avenue (Block 1577, Lots 1, 7, 56, and 58), in C6-4* and M1-6* Districts, Borough of Brooklyn, Community District 5. *Note: This site is proposed to be rezoned by changing an existing M1-2 District to C6-4 and M1-6 Districts, under a concurrent related application for a Zoning Map Change (C 250285 ZMK). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021K0450 or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,7790dfed-3a2c-f011-8c4d-001dd806079d,2021K0450_ZS_BK BP,Submitted,Waiver of Recommendation,,,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of special permits pursuant to the following Sections of the Zoning Resolution: 1. Section 74-743(a)(1) - to allow the distribution of total allowable floor area without regard for the zoning lot lines or district boundaries; and 2. Section 74-743(a)(2) - to allow the location of buildings without regard for the rear yard regulations of Sections 23-34 (Rear Yard and Rear Yard Equivalent Requirements), 33-26 (Minimum Required Rear Yards), 33-28 (Special Provisions for Through Lots), 43-26 (Minimum Required Rear Yards), and 43-28 (Special Provisions for Through Lots), and the height and setback regulations of Sections 23-432 (Height and setback requirements), 23-433 (Standard setback regulations), and 43-43 (Maximum Height of Front Wall and Required Front Setbacks); in connection with a proposed mixed-use development, within a Large-Scale General Development bounded by a line 100 feet northerly of Herkimer Street, Williams Place, Fulton Street, East New York Avenue, Williams Place, a line 98.58 feet northerly of Atlantic Avenue, a line 25 feet easterly of Van Sinderen Avenue, Atlantic Avenue, Van Sinderen Avenue, a line 236.58 feet northerly of Atlantic Avenue, a line 90 feet easterly of Van Sinderen Avenue, Herkimer Street, and Van Sinderen Avenue (Block 1555, Lots 19 and p/o 1; Block 1576, Lots 1, 34, and p/o 13; and Block 1577, Lots 1, 7, 17, 26, 32, 35, 51, 53, 56, and 58), in C6-4* and M1-6* Districts, Borough of Brooklyn, Community District 5. *Note: This site is proposed to be rezoned by changing an existing M1-2 District to C6-4 and M1-6 Districts, under a concurrent related application for a Zoning Map Change (C 250285 ZMK). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021K0450 or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,a219dfd6-3a2c-f011-8c4d-001dd8029d6b,2021K0450_ZS_BK CB5,Submitted,,,Conditional Unfavorable,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-161 of the Zoning Resolution to modify the 10,000 square-foot size limitation for Use Group VI (Retail Trade Establishments), in connection with a proposed commercial development, on property located on the easterly side of Williams Place between Herkimer Street and East New York Avenue (Block 1577, Lots 1, 7, 56, and 58), in C6-4* and M1-6* Districts, Borough of Brooklyn, Community District 5. *Note: This site is proposed to be rezoned by changing an existing M1-2 District to C6-4 and M1-6 Districts, under a concurrent related application for a Zoning Map Change (C 250285 ZMK). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021K0450 or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2021K0450,Herkimer-Williams,2025,557,f319dfd6-3a2c-f011-8c4d-001dd8029d6b,2021K0450_ZS_BK CB5,Submitted,,,Conditional Unfavorable,"IN THE MATTER OF an application submitted by Broadway Junction Partners LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of special permits pursuant to the following Sections of the Zoning Resolution: 1. Section 74-743(a)(1) - to allow the distribution of total allowable floor area without regard for the zoning lot lines or district boundaries; and 2. Section 74-743(a)(2) - to allow the location of buildings without regard for the rear yard regulations of Sections 23-34 (Rear Yard and Rear Yard Equivalent Requirements), 33-26 (Minimum Required Rear Yards), 33-28 (Special Provisions for Through Lots), 43-26 (Minimum Required Rear Yards), and 43-28 (Special Provisions for Through Lots), and the height and setback regulations of Sections 23-432 (Height and setback requirements), 23-433 (Standard setback regulations), and 43-43 (Maximum Height of Front Wall and Required Front Setbacks); in connection with a proposed mixed-use development, within a Large-Scale General Development bounded by a line 100 feet northerly of Herkimer Street, Williams Place, Fulton Street, East New York Avenue, Williams Place, a line 98.58 feet northerly of Atlantic Avenue, a line 25 feet easterly of Van Sinderen Avenue, Atlantic Avenue, Van Sinderen Avenue, a line 236.58 feet northerly of Atlantic Avenue, a line 90 feet easterly of Van Sinderen Avenue, Herkimer Street, and Van Sinderen Avenue (Block 1555, Lots 19 and p/o 1; Block 1576, Lots 1, 34, and p/o 13; and Block 1577, Lots 1, 7, 17, 26, 32, 35, 51, 53, 56, and 58), in C6-4* and M1-6* Districts, Borough of Brooklyn, Community District 5. *Note: This site is proposed to be rezoned by changing an existing M1-2 District to C6-4 and M1-6 Districts, under a concurrent related application for a Zoning Map Change (C 250285 ZMK). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021K0450 or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271.","https://zap-api-production.herokuapp.com/projects/2021K0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021K0450
2022K0179,347 Flushing Avenue,2025,558,de634cac-b1e4-ef11-9341-001dd804efb7,2022K0179_ZM_BK BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by Flushing Condo Holdings LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 12d: 1. changing from an M1-2 District to an R7-1 District property bounded by a line 100 feet northerly of Flushing Avenue, Kent Avenue, Flushing Avenue, and a line 90 feet westerly of Kent Avenue; 2. changing from an M1-2 District to an M1-5 District property bounded by a line 100 feet northerly of Flushing Avenue, a line 90 feet westerly of Kent Avenue, Flushing Avenue, and Classon Avenue; and 3. establishing within the proposed R7-1 District a C2-4 District bounded by a line 100 feet northerly of Flushing Avenue, Kent Avenue, Flushing Avenue, and a line 90 feet westerly of Kent Avenue; as shown on a diagram (for illustrative purposes only) dated February 3, 2025, and subject to the conditions of CEQR Declaration E-819.","https://zap-api-production.herokuapp.com/projects/2022K0179?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2022K0179
